x,y
69.93776643,31.57095225
20.35623503,45.93450394
72.46889099,33.57996196
70.7375043,29.46295584
53.23614534,8.314857047
49.98308562,6.977776698
40.68536779,36.06663319
20.29874422,34.25284882
51.6688218,8.197805557
18.27040272,23.54094925
16.85167984,40.3555762
19.16379603,42.68253075
38.87845709,19.94422706
69.99535829,31.76520581
40.88464264,40.68548259
48.66966072,9.50949312
41.22315804,39.69124905
21.0609375,47.21688668
15.79788649,33.90494299
55.05992474,9.935374085
22.77440297,39.14277431
37.94731261,48.16445732
55.45941225,12.74807563
19.12080546,32.85426556
18.50724254,44.01434234
58.19249453,6.625893262
39.88929559,37.03320685
41.96769137,31.15539679
53.73207761,10.61749018
61.11152511,11.07314836
41.67050653,40.90675387
14.73816799,42.17086756
41.59750642,45.29817945
15.10065044,28.99936233
59.37684492,6.786076164
17.44711195,47.42263375
37.6458103,32.07355224
38.97423835,24.38269388
71.1767359,26.32489884
38.55816938,31.95842007
19.54572666,47.10989816
52.08086763,8.325339365
22.0327007,49.29118062
41.53715972,30.09848293
40.11757339,39.22729322
53.29942222,6.466553977
70.09404509,29.22995196
16.10907086,43.72408371
20.59025395,64.42677159
19.40229734,60.68492993
40.6253058,17.60402892
68.29149273,30.08891882
65.45357172,32.0799075
68.83482905,29.72310371
71.02753735,31.68066278
59.41248226,12.24818452
54.19797768,12.72783717
40.58114502,38.0153447
67.1559713,29.53242002
53.43231595,5.607010813
19.59189292,40.50288942
70.24807075,30.50169433
17.14496374,31.68903216
38.99838783,40.50822645
51.44903533,6.804153307
17.43271244,46.56059964
40.19512018,25.8832053
69.96141729,30.64613478
23.88721497,36.42110438
58.91113015,10.6981907
56.82519663,10.38343732
21.67425874,35.81450313
72.80440678,29.8502373
56.52896214,10.01879761
54.13013841,12.46592264
18.65194164,42.70498854
54.51409468,7.115788701
39.86147967,37.20472737
69.89242838,33.55700191
53.69862556,13.24913361
54.89584451,7.685688916
70.87472264,28.14822816
54.09807681,10.73104515
25.71508341,37.00492131
20.96269044,39.36836683
14.38981335,44.95118617
64.36943564,28.66760783
70.63760836,28.88787759
18.6812764,21.76781467
23.80062203,37.42994069
60.41380618,10.79359155
75.00592569,28.18559142
18.09477429,28.51405444
40.36179363,44.93087672
19.60032818,41.19801995
70.17074405,31.05553365
69.63002407,29.3609938
19.25661684,45.76856269
41.84449362,30.71201997
23.74641082,53.69119479
67.64750523,33.23947313
40.09871195,42.57110973
53.43528568,17.46549458
20.78857713,38.25848096
38.63432758,30.14145725
17.08355648,44.7183183
40.91130692,23.9251945
38.18612159,37.12887237
56.24834015,8.897528594
39.82519756,30.77243428
38.78903252,28.54263372
73.55095766,28.62431464
38.48898684,32.70590693
55.67206895,10.9844036
68.13219957,34.48640157
67.55224094,29.74955174
51.93713346,9.062735422
20.6587632,40.9478647
56.26339813,9.730392538
68.41028113,27.60816107
40.03739607,43.95339677
54.92060892,9.66832153
71.66506468,28.1649394
53.15638322,11.39492726
18.01281239,34.13071645
41.52084386,28.50228013
24.12482432,29.95974947
70.27111511,28.72195461
41.58212965,33.32692778
24.90979322,35.069133
54.30757962,8.351049025
53.06115134,12.94555471
40.06424072,24.34329606
21.1431698,37.95365035
67.9166006,26.59866562
56.78607145,10.04539654
17.88802269,46.51995284
23.0213297,23.61287472
19.38812462,35.55103893
55.90024399,9.576385622
39.87896632,25.74101962
52.57785915,8.927642282
19.53334026,43.00895547
40.89841378,30.18896627
23.90463723,47.0129438
71.32890527,29.74482907
70.78203705,31.32868626
19.88517661,44.5588821
39.44242796,41.49416235
59.15219792,9.551578174
55.31824313,9.868552662
52.76874351,10.37526813
39.30741877,30.82418323
71.13975213,33.28875188
39.80658422,33.62878896
56.27352586,10.59590655
39.07431111,50.30323619
39.02145068,27.8797086
53.72827717,10.54040494
19.54526704,36.09736119
54.78534004,8.464977465
39.6248846,37.77865332
19.22085136,45.26406884
57.76738864,11.57879376
22.404041,39.00139685
50.27704905,11.54798991
71.35638359,30.6486186
52.90144125,9.867384359
53.25914715,11.67329225
40.91405601,35.34600001
57.58800544,8.757401938
49.94191282,9.225474953
38.71573224,36.20806646
57.53417274,9.301521257
